       WC_TA        RE_TA      EBIT_TA     MVE_BVTD         S_TA       Rating
     0.11400      0.18400      0.05200      1.08700      0.24000          BBB
     0.03700      0.28300      0.04200      3.26800      0.47300           AA
     0.07300      0.30800      0.05100      1.60400      0.21900            A
     0.31900      0.23100      0.06700      0.72200      0.12400          BBB
     0.39100      0.26900      0.07500      0.80700      0.21600          BBB
     0.50900      0.88600      0.07900      8.91500      0.64500          AAA
     0.14000      0.05600      0.05300      0.18100      0.07200           BB
     0.17900      0.20100      0.05400      1.34400      0.24300          BBB
     0.44700      0.46100      0.08000      1.54600      0.17600            A
     0.25400      0.26500      0.06300      0.67000      0.18400          BBB
     0.27200      0.27900      0.06200      0.91200      0.24400          BBB
     0.17300      0.38800      0.05400      3.38800      0.49400          AAA
     0.01600      0.02200      0.03900      0.32600      0.12000            B
    -0.03800     -0.05400      0.02300      0.34200      0.14000            B
     0.32800      0.37500      0.07100      1.63500      0.27700            A
     0.19300      0.27900      0.06800      0.71500      0.18700          BBB
     0.50400      0.58200      0.10400      1.86100      0.32500            A
     0.05200      0.28700      0.04200      4.21200      0.89500          AAA
     0.08300      0.06600      0.04500      0.45800      0.12200           BB
     0.21300      0.42700      0.05700      2.71400      0.53400           AA
     0.01500     -0.18300      0.03400      0.13400      0.10800          CCC
     0.28600      0.58300      0.06900      6.56200      0.84200          AAA
     0.02200      0.14400      0.04100      1.00400      0.24400          BBB
     0.30200      0.35900      0.06700      1.82100      0.33000            A
     0.32500      0.41600      0.08200      1.67600      0.44600            A
     0.16200      0.29900      0.05500      1.23300      0.27800          BBB
     0.18000      0.27200      0.05500      1.40800      0.33600            A
    -0.01100      0.06200      0.03600      1.06400      0.23400           BB
     0.04500      0.09400      0.04000      0.60300      0.21300          BBB
     0.03700      0.07900      0.03900      1.01800      0.25000          BBB
     0.11100      0.27700      0.04900      2.65800      0.44400           AA
     0.39500      0.38900      0.08700      0.85400      0.14300          BBB
     0.29700      0.46700      0.07800      3.09300      0.36100           AA
     0.33200      0.28100      0.07500      0.68400      0.13200          BBB
    -0.03700      0.00400      0.02300      0.66300      0.20300           BB
     0.56300      0.83600      0.09900     14.95900      0.98000          AAA
     0.28200      0.46700      0.07400      2.49300      0.26400           AA
     0.57600      0.58200      0.11700      1.20800      0.21800            A
     0.12100      0.19400      0.05600      1.56900      0.26300          BBB
    -0.11500     -0.35200     -0.00300      0.41200      0.11100            B
     0.18400      0.40100      0.05500      2.62400      0.44300           AA
     0.23700      0.25400      0.06400      0.57900      0.16200          BBB
     0.24900      0.43200      0.07000      1.74700      0.35000            A
     0.17100      0.32400      0.06200      2.72800      0.37500            A
    -0.01900      0.10300      0.04300      0.42700      0.12500           BB
     0.41400      0.65500      0.09500     11.81500      0.93900          AAA
     0.12300      0.13600      0.05000      0.65500      0.12400          BBB
     0.28000      0.47300      0.07100      1.57400      0.32600            A
     0.32700      0.43800      0.07000      2.17900      0.38200           AA
     0.05500      0.22600      0.05000      1.36400      0.39800          BBB
     0.02500      0.07000      0.03600      0.69800      0.17500            B
     0.02000     -0.01100      0.03600      0.35200      0.11800            B
     0.17700      0.29100      0.06000      1.79000      0.27600            A
     0.41300      0.55700      0.08400      2.28800      0.37300           AA
     0.04900      0.41700      0.04300      3.78000      0.78200          AAA
     0.23600      0.38000      0.06300      1.11300      0.25400          BBB
     0.00000      0.06200      0.03100      1.38800      0.40400          BBB
     0.16900      0.43600      0.06100      2.29400      0.40500           AA
     0.48600      0.73600      0.09300      6.57200      0.63600          AAA
     0.19700      0.24500      0.05800      1.33000      0.23200          BBB
     0.16400      0.27500      0.05600      1.58700      0.24200          BBB
     0.11400      0.22300      0.05000      1.47900      0.40200            A
     0.04200      0.30500      0.03600      6.68700      0.83300          AAA
    -0.02700     -0.20800      0.02600      0.17700      0.11100          CCC
     0.00400      0.15700      0.03100      1.11000      0.20500          BBB
    -0.08600     -0.77700      0.01000      0.12900      0.07600          CCC
     0.05300      0.11100      0.04400      0.92400      0.19600          BBB
    -0.05300      0.04200      0.02000      1.80400      0.29600          BBB
     0.44800      0.73500      0.09900      4.10600      0.45800          AAA
    -0.00300     -0.04700      0.03300      0.23700      0.10600            B
    -0.02300     -0.03700      0.02900      0.35400      0.11000            B
     0.17400      0.07300      0.05500      0.64700      0.27300          BBB
    -0.03300     -0.17800      0.03000      0.23200      0.11000            B
     0.02200      0.06900      0.03400      0.88600      0.19100           BB
     0.07700      0.15700      0.05000      1.09300      0.32700           BB
     0.17300      0.38800      0.06200      2.88700      0.53900           AA
     0.21100      0.31800      0.05900      1.16900      0.22400           BB
     0.12600      0.09900      0.04800      0.61500      0.21700           BB
     0.15300      0.20800      0.05500      1.45700      0.29100          BBB
     0.44700      0.80400      0.09300     14.59100      1.11600          AAA
     0.41400      0.57700      0.08500      2.32500      0.29900           AA
    -0.03500      0.07800      0.03100      0.90500      0.43700          BBB
     0.19200      0.22400      0.05800      0.90200      0.24800          BBB
     0.08000      0.12500      0.05200      0.29500      0.10900           BB
     0.04000      0.02500      0.04300      0.45700      0.12300           BB
     0.09800      0.21600      0.04700      1.16700      0.25200          BBB
     0.20200      0.22000      0.06200      0.72500      0.13100           BB
     0.24100      0.33500      0.06200      1.44800      0.29200          BBB
     0.68600      1.24800      0.17400     19.85600      0.50900          AAA
     0.21900      0.26000      0.06100      1.08600      0.27400          BBB
     0.02300      0.25600      0.03800      5.34500      0.43700          AAA
    -0.02400      0.17900      0.04000      1.79000      0.62800          BBB
     0.27400      0.56100      0.07400      4.81200      0.60300          AAA
     0.11100      0.10300      0.04700      0.43400      0.13500           BB
     0.21900      0.40300      0.06600      2.49100      0.32900           AA
     0.19900      0.44600      0.06000      4.53400      0.76600          AAA
     0.23900      0.31300      0.05700      1.37900      0.31300          BBB
     0.03100      0.05000      0.04300      0.79300      0.24400           BB
     0.21100      0.30200      0.06000      1.05900      0.24600            A
     0.28100      0.26400      0.07400      1.33700      0.22400          BBB
     0.11800      0.22100      0.04700      1.53600      0.35200            A
     0.01300      0.04200      0.03800      0.11200      0.09700            B
     0.31600      0.12000      0.08300      0.09800      0.07400           BB
     0.08400      0.14400      0.04000      0.82400      0.13200          BBB
    -0.03500      0.10300      0.03300      1.36900      0.33300          BBB
     0.13000      0.21600      0.04900      1.40600      0.45000          BBB
     0.18500      0.25700      0.06200      1.01500      0.23500          BBB
     0.00800     -0.26900      0.03700      0.25300      0.12000            B
     0.16600      0.44100      0.05000      2.28800      0.29900           AA
     0.10700      0.35000      0.05300      3.19200      0.38400           AA
     0.20500      0.30600      0.06400      1.40600      0.23200          BBB
     0.31500      0.49600      0.06300      6.52100      0.66600          AAA
     0.04000      0.14300      0.04100      1.29900      0.31700          BBB
     0.13400      0.21400      0.04800      0.90900      0.22000          BBB
